Timestamp,PM2.5,PM10,NO2,SO2,CO,Ozone,Temperature,Relative_humidity
2020-01-01 00:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.3,95
2020-01-01 01:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.1,96
2020-01-01 02:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.5,93
2020-01-01 03:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.8,85
2020-01-01 04:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.9,78
2020-01-01 05:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.7,72
2020-01-01 06:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.4,68
2020-01-01 07:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.7,67
2020-01-01 08:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.3,68
2020-01-01 09:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.2,69
2020-01-01 10:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.3,71
2020-01-01 11:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.0,74
2020-01-01 12:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.0,71
2020-01-01 13:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.1,78
2020-01-01 14:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.8,84
2020-01-01 15:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.9,81
2020-01-01 16:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.6,87
2020-01-01 17:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.1,89
2020-01-01 18:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.7,91
2020-01-01 19:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.1,95
2020-01-01 20:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.9,94
2020-01-01 21:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.9,93
2020-01-01 22:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.9,96
2020-01-01 23:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.9,96
2020-01-02 00:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.3,96
2020-01-02 01:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.2,96
2020-01-02 02:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.4,91
2020-01-02 03:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.7,81
2020-01-02 04:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.1,74
2020-01-02 05:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.3,67
2020-01-02 06:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.1,65
2020-01-02 07:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.3,67
2020-01-02 08:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.9,70
2020-01-02 09:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.2,65
2020-01-02 10:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.0,66
2020-01-02 11:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.5,70
2020-01-02 12:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.2,70
2020-01-02 13:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.5,76
2020-01-02 14:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.0,79
2020-01-02 15:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.6,83
2020-01-02 16:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.4,87
2020-01-02 17:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.3,88
2020-01-02 18:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.2,89
2020-01-02 19:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.0,90
2020-01-02 20:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.6,93
2020-01-02 21:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.0,97
2020-01-02 22:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.7,97
2020-01-02 23:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.5,97
2020-01-03 00:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.8,91
2020-01-03 01:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.6,91
2020-01-03 02:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.9,88
2020-01-03 03:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.3,79
2020-01-03 04:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.9,71
2020-01-03 05:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.0,66
2020-01-03 06:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.8,63
2020-01-03 07:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.6,65
2020-01-03 08:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.4,65
2020-01-03 09:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.7,63
2020-01-03 10:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.2,66
2020-01-03 11:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.8,71
2020-01-03 12:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.0,75
2020-01-03 13:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.6,78
2020-01-03 14:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.5,80
2020-01-03 15:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.3,83
2020-01-03 16:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.7,89
2020-01-03 17:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.4,84
2020-01-03 18:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.6,89
2020-01-03 19:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.9,92
2020-01-03 20:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.6,95
2020-01-03 21:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.4,96
2020-01-03 22:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.1,97
2020-01-03 23:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.0,96
2020-01-04 00:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.8,93
2020-01-04 01:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.5,92
2020-01-04 02:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.9,88
2020-01-04 03:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.2,82
2020-01-04 04:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.4,74
2020-01-04 05:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.5,69
2020-01-04 06:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.2,66
2020-01-04 07:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.4,66
2020-01-04 08:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.4,65
2020-01-04 09:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.1,66
2020-01-04 10:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.7,68
2020-01-04 11:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.6,69
2020-01-04 12:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.0,75
2020-01-04 13:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.5,81
2020-01-04 14:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.3,82
2020-01-04 15:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.1,83
2020-01-04 16:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.4,86
2020-01-04 17:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.6,86
2020-01-04 18:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.7,88
2020-01-04 19:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.1,96
2020-01-04 20:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.3,94
2020-01-04 21:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.0,92
2020-01-04 22:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.9,95
2020-01-04 23:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.0,93
2020-01-05 00:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.5,94
2020-01-05 01:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.2,94
2020-01-05 02:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.5,91
2020-01-05 03:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.9,82
2020-01-05 04:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.3,73
2020-01-05 05:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.4,65
2020-01-05 06:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.1,64
2020-01-05 07:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.0,66
2020-01-05 08:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.8,66
2020-01-05 09:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.1,65
2020-01-05 10:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.6,67
2020-01-05 11:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.5,66
2020-01-05 12:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.0,69
2020-01-05 13:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.5,74
2020-01-05 14:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.3,78
2020-01-05 15:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.8,82
2020-01-05 16:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.3,85
2020-01-05 17:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.3,87
2020-01-05 18:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.2,87
2020-01-05 19:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.8,89
2020-01-05 20:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.2,92
2020-01-05 21:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.8,91
2020-01-05 22:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.5,93
2020-01-05 23:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.3,95
2020-01-06 00:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.6,92
2020-01-06 01:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.6,88
2020-01-06 02:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.2,84
2020-01-06 03:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.6,77
2020-01-06 04:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.9,67
2020-01-06 05:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.0,62
2020-01-06 06:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.5,61
2020-01-06 07:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.4,64
2020-01-06 08:00:00,40.05,68.02,11.86,11.45,1.14,4.55,31.0,62
2020-01-06 09:00:00,40.05,68.02,11.86,11.45,1.14,4.55,31.1,62
2020-01-06 10:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.4,64
2020-01-06 11:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.7,68
2020-01-06 12:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.3,71
2020-01-06 13:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.8,78
2020-01-06 14:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.5,77
2020-01-06 15:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.3,81
2020-01-06 16:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.1,84
2020-01-06 17:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.9,85
2020-01-06 18:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.6,86
2020-01-06 19:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.8,92
2020-01-06 20:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.5,72
2020-01-06 21:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.3,73
2020-01-06 22:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.6,78
2020-01-06 23:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.3,81
2020-01-07 00:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.7,78
2020-01-07 01:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.4,77
2020-01-07 02:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.7,75
2020-01-07 03:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.9,68
2020-01-07 04:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.3,64
2020-01-07 05:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.6,62
2020-01-07 06:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.3,62
2020-01-07 07:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.9,63
2020-01-07 08:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.5,57
2020-01-07 09:00:00,40.05,68.02,11.86,11.45,1.14,4.55,31.0,55
2020-01-07 10:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.4,58
2020-01-07 11:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.7,64
2020-01-07 12:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.1,68
2020-01-07 13:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.7,75
2020-01-07 14:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.5,76
2020-01-07 15:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.2,75
2020-01-07 16:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.7,81
2020-01-07 17:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.9,88
2020-01-07 18:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.6,84
2020-01-07 19:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.3,88
2020-01-07 20:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.7,95
2020-01-07 21:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.8,94
2020-01-07 22:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.5,90
2020-01-07 23:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.9,81
2020-01-08 00:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.5,75
2020-01-08 01:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.7,72
2020-01-08 02:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.1,69
2020-01-08 03:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.4,62
2020-01-08 04:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.9,55
2020-01-08 05:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.0,50
2020-01-08 06:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.9,50
2020-01-08 07:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.3,64
2020-01-08 08:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.5,67
2020-01-08 09:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.0,60
2020-01-08 10:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.9,66
2020-01-08 11:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.3,68
2020-01-08 12:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.9,68
2020-01-08 13:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.4,76
2020-01-08 14:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.2,77
2020-01-08 15:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.7,80
2020-01-08 16:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.1,84
2020-01-08 17:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.8,87
2020-01-08 18:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.7,87
2020-01-08 19:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.2,89
2020-01-08 20:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.9,91
2020-01-08 21:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.5,91
2020-01-08 22:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.0,96
2020-01-08 23:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.5,94
2020-01-09 00:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.1,91
2020-01-09 01:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.6,92
2020-01-09 02:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.9,81
2020-01-09 03:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.4,70
2020-01-09 04:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.0,66
2020-01-09 05:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.2,62
2020-01-09 06:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.1,61
2020-01-09 07:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.9,64
2020-01-09 08:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.6,63
2020-01-09 09:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.1,62
2020-01-09 10:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.4,67
2020-01-09 11:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.2,70
2020-01-09 12:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.5,75
2020-01-09 13:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.9,79
2020-01-09 14:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.6,84
2020-01-09 15:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.9,81
2020-01-09 16:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.0,87
2020-01-09 17:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.5,91
2020-01-09 18:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.2,94
2020-01-09 19:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.7,95
2020-01-09 20:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.5,96
2020-01-09 21:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.1,95
2020-01-09 22:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.8,94
2020-01-09 23:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.5,95
2020-01-10 00:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.5,92
2020-01-10 01:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.3,90
2020-01-10 02:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.5,79
2020-01-10 03:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.0,70
2020-01-10 04:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.8,69
2020-01-10 05:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.2,62
2020-01-10 06:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.2,58
2020-01-10 07:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.3,57
2020-01-10 08:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.7,57
2020-01-10 09:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.3,58
2020-01-10 10:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.0,61
2020-01-10 11:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.5,66
2020-01-10 12:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.4,71
2020-01-10 13:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.9,75
2020-01-10 14:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.9,74
2020-01-10 15:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.0,70
2020-01-10 16:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.1,79
2020-01-10 17:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.2,76
2020-01-10 18:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.0,88
2020-01-10 19:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.4,91
2020-01-10 20:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.1,92
2020-01-10 21:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.7,92
2020-01-10 22:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.3,88
2020-01-10 23:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.9,77
2020-01-11 00:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.7,73
2020-01-11 01:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.5,74
2020-01-11 02:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.9,73
2020-01-11 03:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.6,65
2020-01-11 04:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.2,52
2020-01-11 05:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.3,36
2020-01-11 06:00:00,40.05,68.02,11.86,11.45,1.14,4.55,31.5,34
2020-01-11 07:00:00,40.05,68.02,11.86,11.45,1.14,4.55,31.8,38
2020-01-11 08:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.2,54
2020-01-11 09:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.2,50
2020-01-11 10:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.1,52
2020-01-11 11:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.9,55
2020-01-11 12:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.2,56
2020-01-11 13:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.4,64
2020-01-11 14:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.3,77
2020-01-11 15:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.0,77
2020-01-11 16:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.3,67
2020-01-11 17:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.8,82
2020-01-11 18:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.1,71
2020-01-11 19:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.0,62
2020-01-11 20:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.3,63
2020-01-11 21:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.2,68
2020-01-11 22:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.5,70
2020-01-11 23:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.4,70
2020-01-12 00:00:00,40.05,68.02,11.86,11.45,1.14,4.55,22.5,76
2020-01-12 01:00:00,40.05,68.02,11.86,11.45,1.14,4.55,22.5,72
2020-01-12 02:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.4,68
2020-01-12 03:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.3,62
2020-01-12 04:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.1,55
2020-01-12 05:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.6,49
2020-01-12 06:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.6,46
2020-01-12 07:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.8,46
2020-01-12 08:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.6,49
2020-01-12 09:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.2,46
2020-01-12 10:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.1,45
2020-01-12 11:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.0,61
2020-01-12 12:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.3,55
2020-01-12 13:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.6,66
2020-01-12 14:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.3,69
2020-01-12 15:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.6,75
2020-01-12 16:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.5,84
2020-01-12 17:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.2,83
2020-01-12 18:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.7,82
2020-01-12 19:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.3,83
2020-01-12 20:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.1,82
2020-01-12 21:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.5,83
2020-01-12 22:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.5,83
2020-01-12 23:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.0,82
2020-01-13 00:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.0,77
2020-01-13 01:00:00,40.05,68.02,11.86,11.45,1.14,4.55,22.9,76
2020-01-13 02:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.5,71
2020-01-13 03:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.5,67
2020-01-13 04:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.9,57
2020-01-13 05:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.5,50
2020-01-13 06:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.5,46
2020-01-13 07:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.5,50
2020-01-13 08:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.0,52
2020-01-13 09:00:00,40.05,68.02,11.86,11.45,1.14,4.55,30.1,52
2020-01-13 10:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.6,58
2020-01-13 11:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.1,63
2020-01-13 12:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.3,66
2020-01-13 13:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.8,69
2020-01-13 14:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.6,73
2020-01-13 15:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.4,74
2020-01-13 16:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.0,78
2020-01-13 17:00:00,40.05,68.02,11.86,11.45,1.14,4.55,26.4,84
2020-01-13 18:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.8,87
2020-01-13 19:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.1,90
2020-01-13 20:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.8,88
2020-01-13 21:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.3,85
2020-01-13 22:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.2,84
2020-01-13 23:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.8,86
2020-01-14 00:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.9,87
2020-01-14 01:00:00,40.05,68.02,11.86,11.45,1.14,4.55,23.9,85
2020-01-14 02:00:00,40.05,68.02,11.86,11.45,1.14,4.55,24.3,82
2020-01-14 03:00:00,40.05,68.02,11.86,11.45,1.14,4.55,25.9,73
2020-01-14 04:00:00,40.05,68.02,11.86,11.45,1.14,4.55,27.5,68
2020-01-14 05:00:00,40.05,68.02,11.86,11.45,1.14,4.55,28.6,63
2020-01-14 06:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.3,60
2020-01-14 07:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.4,60
2020-01-14 08:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.3,57
2020-01-14 09:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.8,60
2020-01-14 10:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.3,63
2020-01-14 11:00:00,40.05,68.02,11.86,11.45,1.14,4.55,29.0,67
